Grantmaker Name,Grantmaker State,Recipient Name,Recipient City,Recipient State/Country,Year Authorized,Grant Amount,Support Strategies,Description,Fund_type,Type
"The Wal-Mart Foundation, Inc.",AR,El Centro de la Raza,Seattle,WA,2014,30000,,,Private,Advocacy
The Winky Foundation,DE,El Centro de la Raza,Seattle,WA,2014,500,,General and/or educational purposes,Private,Advocacy
U.S. Bank Foundation,WI,El Centro de la Raza,Seattle,WA,2012,2000,General support;,For general operating support,Private,Advocacy
U.S. Bank Foundation,WI,El Centro de la Raza,Seattle,WA,2005,2000,Program development;,For program support,Private,Advocacy
Umpqua Bank Corporate Giving Program,OR,El Centro de la Raza,Seattle,WA,2013,2500,Program development;,For Financial Empowerment Education and Counseling,Private,Advocacy
Umpqua Bank Corporate Giving Program,OR,El Centro de la Raza,Seattle,WA,2012,2500,Program development;,For El Centro de la Raza Financial Literacy Classes,Private,Advocacy
United States Department of Housing and Urban Development,DC,El Centro de la Raza,Seattle,WA,2016,17603,Program development;,Continuum of care program,Gov,Advocacy
United States Environmental Protection Agency,DC,El Centro de la Raza,Seattle,WA,2016,120000,Program development;,"The Beacon Hill Environmental Health Collaboration aims to improve the neighborhood's environmental health through educational outreach, engagement a",Gov,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,3033,Regranting;Fundraising;,Designation,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,140000,,Parent Child Home Program,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,84000,,Economic Stability - Employment services targeted towards immigrants and refugees,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,68075,,Infants/young children meet developmental milestones and/or are prepared to enter kindergarten,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,55019,,Parents/guardians acquire/strengthen parenting skills,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,53281,,Educationally at-risk youth/young adults make progress toward their educational goals,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,48091,,People transitioning out of homelessness secure permanent housing,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,30000,,People meet their basic food needs,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,30000,,Youth/children strengthen skills/assets that support positive social development,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,25000,,Improve/maintain a high quality of life and decrease social isolation for older adults,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,12053,,Tax Campaign,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2014,11843,,Students develop/strengthen skills and/or habits that support academic success,Private,Advocacy
United Way of King County,WA,El Centro de la Raza,Seattle,WA,2010,317316,,,Private,Advocacy
Verizon Foundation,NJ,El Centro de la Raza,Seattle,WA,2013,10000,,,Private,Advocacy
Verizon Foundation,NJ,El Centro de la Raza,Seattle,WA,2011,10000,,,Private,Advocacy
Verizon Foundation,NJ,El Centro de la Raza,Seattle,WA,2010,7500,,,Private,Advocacy
Verizon Foundation,NJ,El Centro de la Raza,Seattle,WA,2006,10000,,,Private,Advocacy
Wells Fargo Foundation,MN,El Centro de la Raza,Seattle,WA,2015,100000,Program development;,"Support of community development education, and human services",Private,Advocacy
Wells Fargo Foundation,MN,El Centro de la Raza,Seattle,WA,2013,1500,,,Private,Advocacy
Wells Fargo Foundation,MN,El Centro de la Raza,Seattle,WA,2013,5000,,,Private,Advocacy
Wells Fargo Foundation,MN,El Centro de la Raza,Seattle,WA,2012,10000,,,Private,Advocacy
Wells Fargo Foundation,MN,El Centro de la Raza,Seattle,WA,2010,6000,,,Private,Advocacy
Wells Fargo Foundation,MN,El Centro de la Raza,Seattle,WA,2009,7500,,,Private,Advocacy
Wells Fargo Foundation,MN,El Centro de la Raza,Seattle,WA,2008,7000,,,Private,Advocacy
Wells Fargo Foundation,MN,El Centro de la Raza,Seattle,WA,2005,10000,,,Private,Advocacy
American Express Foundation,NY,El Centro Hispano,Carrboro,NC,2004,10000,,,Private,Service
American Express Foundation,NY,El Centro Hispano,Carrboro,NC,2003,10000,,,Private,Service
Bertsch Family Charitable Foundation Inc,NC,El Centro Hispano,Carrboro,NC,2007,5000,,,Private,Service
Carlson Family Foundation Inc.,NC,El Centro Hispano,Carrboro,NC,2008,10000,,,Private,Service
Carlson Family Foundation Inc.,NC,El Centro Hispano,Carrboro,NC,2007,1000,,,Private,Service
Duke Energy Foundation,NC,El Centro Hispano,Carrboro,NC,2005,2000,General support;,For operating support,Private,Service
Educational Foundation of America,CT,El Centro Hispano,Carrboro,NC,2007,5000,General support;,For general operating support,Private,Service
Fenwick Foundation,NJ,El Centro Hispano,Carrboro,NC,2007,548,,,Private,Service
"Strowd Roses, Inc.",NC,El Centro Hispano,Carrboro,NC,2007,15000,,,Private,Service
The Allstate Foundation,IL,El Centro Hispano,Carrboro,NC,2004,10000,,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,El Centro Hispano,Carrboro,NC,2005,1500,General support;,For general support,Private,Service
The Mericos Foundation,CA,El Centro Hispano,Carrboro,NC,2004,15000,,,Private,Service
"The Prentice Foundation, Inc.",DE,El Centro Hispano,Carrboro,NC,2006,3000,,,Private,Service
"The Prentice Foundation, Inc.",DE,El Centro Hispano,Carrboro,NC,2005,2500,,,Private,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2009,10000,Continuing support;,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2009,1500,,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2008,10000,Continuing support;,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2008,2690,,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2007,14500,,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2006,1000,,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2006,1400,,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2005,10000,Continuing support;,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2005,1000,Continuing support;,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2005,1000,Continuing support;,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2004,500,,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2004,300,,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2004,1000,,,Community,Service
Triangle Community Foundation,NC,El Centro Hispano,Carrboro,NC,2004,10000,,,Community,Service
"Z. Smith Reynolds Foundation, Inc.",NC,El Centro Hispano,Carrboro,NC,2007,30000,Program development;Faculty and staff development;,For salaries and expenses related to Latino Leadership Initiative,Private,Service
Thomas & Dorothy Leavey Foundation,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2005,10000,General support;,For general operating support,Private,Service
S. Mark Taper Foundation,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2005,15000,,,Private,Service
The Marisla Foundation,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2005,20000,Program development;,For community health promoters project,Private,Service
Comerica Charitable Foundation,MI,Esperanza Community Housing Corporation,Los Angeles,CA,2005,25000,,,Private,Service
Wells Fargo Foundation,MN,Esperanza Community Housing Corporation,Los Angeles,CA,2005,20000,Continuing support;,,Private,Service
J. B. & Emily Van Nuys Charities,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2005,7500,,,Private,Service
Carrie Estelle Doheny Foundation,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2005,50000,Technical assistance; Information technology;,For management transition support and computer replacement,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Esperanza Community Housing Corporation,Los Angeles,CA,2005,100000,Continuing support; General support;,For general support,Private,Service
The JPMorgan Chase Foundation,NY,Esperanza Community Housing Corporation,Los Angeles,CA,2005,25000,Continuing support;,,Private,Service
William Randolph Hearst Foundation,NY,Esperanza Community Housing Corporation,Los Angeles,CA,2004,50000,Program development;,Toward Education Outreach and Arts and Sciences Program,Private,Service
The Ahmanson Foundation,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2004,25000,Program development;,Toward Art and Science Program,Private,Service
Wells Fargo Foundation,MN,Esperanza Community Housing Corporation,Los Angeles,CA,2004,25000,Continuing support;,,Private,Service
"The Bank of America Charitable Foundation, Inc.",NC,Esperanza Community Housing Corporation,Los Angeles,CA,2004,100000,General support;,For general support,Private,Service
The David Geffen Foundation,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2004,5000,,,Private,Service
The JPMorgan Chase Foundation,NY,Esperanza Community Housing Corporation,Los Angeles,CA,2004,25000,,,Private,Service
The Robert Wood Johnson Foundation,NJ,Esperanza Community Housing Corporation,Los Angeles,CA,2003,50000,Program development; Research;,To plan marketing and outreach activities to bring alcohol-free family and community events into new commercial center,Private,Service
The Richard F. and Eleanor W. Dwyer Fund for Excellence,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2003,10000,,,Private,Service
Wells Fargo Foundation,MN,Esperanza Community Housing Corporation,Los Angeles,CA,2003,50000,,,Private,Service
"The Eisner Foundation, Inc.",CA,Esperanza Community Housing Corporation,Los Angeles,CA,2003,250000,Program development;,For program support,Private,Service
Carrie Estelle Doheny Foundation,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2003,50000,Debt reduction;,For refinancing expenses for Mercado La Paloma,Private,Service
Comerica Charitable Foundation,MI,Esperanza Community Housing Corporation,Los Angeles,CA,2003,10000,,,Private,Service
State Farm Companies Foundation,IL,Esperanza Community Housing Corporation,Los Angeles,CA,2003,25000,,,Private,Service
Liberty Hill Foundation,CA,Esperanza Community Housing Corporation,Los Angeles,CA,2003,1760,,,Private,Service
American Express Foundation,NY,FOCUS Hispanic Center for Community Development,Newark,NJ,2015,26,,Employee Matching,Private,Service
PSEG Corporate Giving Program,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2013,2200,Program development;,For 46th Anniversary Dinner,Private,Service
PSEG Corporate Giving Program,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2013,5000,Program development;,For Partnership for Change: City of Newark Volunteer Summit,Private,Service
"ST2 Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2003,25000,General support;,For general support,Private,Service
"Staples Foundation, Inc.",MA,FOCUS Hispanic Center for Community Development,Newark,NJ,2008,15000,,,Private,Service
The IDT Charitable Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2014,1000,,,Private,Service
The IDT Charitable Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2007,4000,,,Private,Service
The IDT Charitable Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2005,1000,,,Private,Service
The IDT Charitable Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2003,25000,,,Private,Service
The MCJ  Amelior Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2014,1000,General support;,For general operating support,Private,Service
The MCJ  Amelior Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2006,5000,General support;,For general operating support,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2015,75000,,Grants approved and paid in current year -empowering newark students and teachers through academic debate,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2014,25000,,Grants approved and paid in current year - NPS summer plus program,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2014,10000,Program development;,Grants approved and paid in current year - project shadow - summer program,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2014,50000,,Grants approved and paid in current year - transforming newark students through academic debate and civic discourse,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2013,10000,Internships;Program development;Continuing support;,"For Project Shadow Summer Program, providing Latino youth in Newark youth with employment training, internships, career exploration, academic enrichment and character development",Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2012,10000,Program development;,For summer learning loss prevention program,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2012,50000,Program development;,For Disaster Relief Payments - Hurricane Sandy Relief,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2011,10000,Internships;,For Project Shadow Summer Program provide Newark Latino youth with employment training internships,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2010,15000,Program development;Continuing support;Internships;,"For the Project Shadow Summer Program providing 30 Newark Latino youth with employment training, internships, career exploration, academic enrichment, and character development",Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2009,15000,Internships; Program development; Continuing support;,"For Project Shadow Summer Program providing Newark Latino youth with employment training, internships, career exploration, academic enrichment, and character development",Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2008,15000,Program development;Continuing support;,For Project SHADOW. enrichment program for Latino youth ages 10 to 16 from Newark,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2008,20000,Program development;,"For Fund for Families, special initiative that helps to bolster social service organizations addressing urgent needs of families affected by financial downturn",Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2007,5000,,,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2007,15000,Program development;Continuing support;,"For Project SHADOW, enrichment program for Latino youth ages 10 to 16 from Newark as part of Summer Grants for Youth Initiative",Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2006,15000,Program development;Continuing support;,"For Project SHADOW, summer enrichment program for Latino youth from Newark ages 10-16, providing basic job readiness skills, mentoring, and academic enrichment activities",Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2006,25000,Program development;Equal access;,"For Urban Debate League's efforts to make academic, competitive debate accessible to all Newark high school and middle grade students",Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2005,15000,Program development;,For Project Shadow summer program that provides youth ages 14-16 with positive summer enrichment experiences that will expose them to basic job readiness skills in today's workplace,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2013,50000,Program development;Research;,To sustain and expand efforts to enhance delivery of active learning in middle and high school classrooms in Newark Public Schools,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2012,50000,Program development;,For transforming students through academic debate and civil discourse,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2010,50000,Program development;,For Jersey Urban Debate League's mission to make academic competitive debate accessible to all high school and middle school students in Newark,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2008,50000,Program development;,For efforts to make academic competitive debate accessible to all high school and middle school students in Newark,Private,Service
The Prudential Foundation,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2005,25000,Program development;,"For providing Newark public school students with opportunity to participate in competitive academic debate, providing them with necessary tools to compete successfully in college admission and professional career markets",Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2015,40000,Program development;,Program support for achieving Middle Grade Common Core Literacy Standards through Debate,Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2014,41000,Program development;,"Program support (40,000)/ Trustee grant for program support (1,000)",Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2013,40000,Continuing support;Program development;,For program support for the Jersey Urban Debate League,Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2012,35000,Continuing support;Program development;,For program support for Jersey Urban Debate League,Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2011,35000,Program development;,For program support for Jersey Urban Debate League's middle grade students,Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2010,35000,Program development;Continuing support;,For program support for Jersey Urban Debate League,Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2009,36000,Program development; Continuing support;,For program support of Jersey Urban Debate League,Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2008,40000,Program development; Continuing support;,For program support for the Jersey Urban Debate League,Private,Service
Turrell Fund,NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2007,30000,Program development;,For program support for Jersey Urban Debate League,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2015,40000,,To provide general operating support.,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2015,70000,General support;,General operating support for the Newark Debate Academy.,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2014,10000,Program development;Continuing support;,For continued support of the Project Shadow Summer Program for 30 Newark youth.,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2013,40000,General support;,For general operating expenses and Project Shadow summer program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2012,13000,Program development; General support;,For General operating and Summer Shadow Summer Program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2011,13000,Continuing support; Program development;,For Project Shadow Summer Program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2010,13000,Program development;,For Project Shadow summer program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2009,13000,Program development;Continuing support;,For Project Shadow Summer Program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2008,13000,Program development; Continuing support;,For Project Shadow Summer Program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2008,13000,Program development;Continuing support;,For Project Shadow Summer Program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2007,15000,Program development; Continuing support;,To provide continued support of Project Shadow Summer Program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2006,15000,Continuing support;Program development;,For Summer Shadow summer day camp for Newark youth at risk of dropping out of school which provides job readiness skills and internship program,Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2005,15000,Program development;Continuing support;,"For Summer Shadow summer enrichment day camp for Latino high school youth that provides basic job readiness skills, mentoring and academic enrichment activities",Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2004,40000,Program development;,"To include additional students in debate program, Jersey Urban Debate League",Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2004,10000,Program development;,"For Summer Shadow summer enrichment day camp for Latino high school youth that provides basic job readiness skills, mentoring and academic enrichment activities",Private,Service
"Victoria Foundation, Inc.",NJ,FOCUS Hispanic Center for Community Development,Newark,NJ,2003,35000,Program development;Continuing support;,For technology programs at employment and training center,Private,Service
Wells Fargo Foundation,MN,FOCUS Hispanic Center for Community Development,Newark,NJ,2013,1000,,,Private,Service
Houston Endowment Inc.,TX,Fundacion Latinoamericana de Accion Social,Houston,TX,2015,50000,General support;,Toward general operating support,Private,Service
Houston Endowment Inc.,TX,Fundacion Latinoamericana de Accion Social,Houston,TX,2015,87500,,Toward transition funding that can be used for general operating support,Private,Service
Houston Endowment Inc.,TX,Fundacion Latinoamericana de Accion Social,Houston,TX,2014,50000,General support;,Toward general operatmg support,Private,Service
Houston Endowment Inc.,TX,Fundacion Latinoamericana de Accion Social,Houston,TX,2011,130000,Program development; General support;,"Toward Hablemos En Confianza, providing parenting communication skills to improve parent-child relationships to help reduce crime and the high volume of diseases in the Hispanic community in the Gulfton community",Private,Service
Houston Endowment Inc.,TX,Fundacion Latinoamericana de Accion Social,Houston,TX,2008,120000,Program development;,For program support,Private,Service
Houston Endowment Inc.,TX,Fundacion Latinoamericana de Accion Social,Houston,TX,2006,70000,Program development; Continuing support; Program evaluations;,"Toward designing, implementing, and evaluating culturally, linguistically, and developmentally appropriate HIV-prevention programs for Hispanic teenagers",Private,Service
Houston Endowment Inc.,TX,Fundacion Latinoamericana de Accion Social,Houston,TX,2005,50000,Program development;,Toward culturally and linguistically appropriate HIV prevention classes for teenagers and young adults in Harris County,Private,Service
Houston Endowment Inc.,TX,Fundacion Latinoamericana de Accion Social,Houston,TX,2003,25000,Program development;,Toward culturally and linguistically appropriate HIV prevention classes for teenagers and young adults in Harris County,Private,Service
United States Department of Health and Human Services,DC,Fundacion Latinoamericana de Accion Social,Houston,TX,2016,283875,,More Helping Hands/Mas Manos Ayudando,Gov,Service
United States Department of Health and Human Services,DC,Fundacion Latinoamericana de Accion Social,Houston,TX,2016,500000,Program development;,"Project SOL (Salud/Health, Oportunidades/Opportunities y/and Libertad/Liberty)",Gov,Service
Community Foundation for Greater Atlanta,GA,GALEO Latino Community Development Fund,Atlanta,GA,2007,10000,Program development;,"For GALEO Institute for Leadership, grassroots leadership development program targeting Latino immigrant community across the state",Community,Mixed
Community Foundation for Greater Atlanta,GA,GALEO Latino Community Development Fund,Atlanta,GA,2007,10000,Program development;,"For GALEO Institute for Leadership, grassroots leadership development program targeting Latino immigrant community across state",Community,Mixed
"The Sapelo Foundation, Inc.",GA,GALEO Latino Community Development Fund,Atlanta,GA,2014,35000,Public engagement and education;Continuing support;Program development;,For Leadership Development and Civic Participation,Private,Mixed
"The Sapelo Foundation, Inc.",GA,GALEO Latino Community Development Fund,Atlanta,GA,2012,6000,Program development;,For the Georgia Latino Vote Initiative,Private,Mixed
W. K. Kellogg Foundation,MI,Genesee County Hispanic Latino Collaborative,Flint,MI,2016,110000,Program development;,"Increase leadership training and development opportunities for the Hispanic/Latino community by launching a community organizing and canvasing effort to empower and engage immigrant residents in identifying strategies, actions and solutions around the water and lead crisis in Flint, Mich.",Private,Service
"Ben & Jerry's Foundation, Inc.",VT,Georgia Latino Alliance for Human Rights,Atlanta,GA,2015,20000,"Policy, advocacy and systems reform; ","GLAHR will align organizing, leadership development, advocacy and impact litigation to:  1) Strengthen existing Comit챕s Populares and establish new committees throughout Georgia to continue to develop grassroots leadership, build our power and organize for social change;  2) Challenge local criminalization practices including the implementation of federal deportation programs, the implementation of discriminatory state laws, and patterns of prejudiced policing 3) Participate in national campaigns that move the President to further expand relief and make immigration policy more humane",Private,Mixed
"Ben & Jerry's Foundation, Inc.",VT,Georgia Latino Alliance for Human Rights,Atlanta,GA,2014,20000,Grassroots organizing;,For Community Organizing,Private,Mixed
JustGive,CA,Georgia Latino Alliance for Human Rights,Atlanta,GA,2016,8811,,Pass-through Contribution,Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2016,62500,General support;,This grant is for general support of Grantee including but not limited to staff salaries and all other operating and program costs to enable Grantee to pursue its charitable and educational purposes. Grant funds will not be permitted to be used for any purposes other than those stated in this paragraph.,Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2016,49500,Program development;,This grant is to support Grantee?셲 project to work in conjunction with the Georgia #not1more coalition to end local law enforcement collaboration with immigration authorities and conduct rapid response work against recent ICE raids in the state.,Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2015,30000,"Information and Referral; Systems reform; Equal access; Advocacy; Policy, advocacy and systems reform; Outreach; ","This grant is to enable Grantee to pursue its charitable, educational, scientific and/or literary purposes, and is designated to support Grantee?셲 project (the ?쐏roject?? with Asian Americans Advancing Justice ??Atlanta, Inc. To educate and assist eligible immigrants in the state of Georgia to apply for deferred action and a work permit under the President?셲 Immigration Accountability Executive Action. Grant made through Four Freedom Funds (FFF).",Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2015,62500,"Equal access; Grassroots organizing; Policy, advocacy and systems reform; Advocacy; ",This grant is for general support of Grantee including but not limited to staff salaries and all other operating and program costs to enable Grantee to pursue its charitable and educational purposes. Grant made through Four Freedom Funds (FFF).,Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2015,50000,"Policy, advocacy and systems reform;Program development;Equal access;Systems reform;Advocacy;",Support GLAHR's work to stop the criminalization of immigrant communities in Georgia. Grant made through Sunrise Initiative for Human Rights in the U.S.,Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2014,50000,"Policy, advocacy and systems reform;Grassroots organizing;Equal access;Advocacy;",GLAHR's work to stop the criminalization of immigrant communities in Georgia and impact immigration policy; Grant made through Sunrise Initiative for Human Rights in the U.S.,Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2013,100000,General support;,Grant made through FFF - Four Freedoms Fund,Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2013,35000,Program development;,Grant made through FFF - Four Freedoms Fund,Private,Mixed
NEO Philanthropy,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2013,25000,Program development;,Grant made through FFF - Four Freedoms Fund,Private,Mixed
The Calamus Foundation,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2016,5000,General support;,General operations,Private,Mixed
The Calamus Foundation,NY,Georgia Latino Alliance for Human Rights,Atlanta,GA,2015,5000,General support;,General operations,Private,Mixed
"Ben & Jerry's Foundation, Inc.",VT,Georgia Latino Alliance for Human Rights,Atlanta,GA,2016,20000,,2016-2017 Renewal - Grassroots Organizing for Social Change - General Support,Private,Mixed
Kroger Co Foundation,OH,Heartland Latino Leadership Conference,Omaha,NE,2007,1000,,,Private,Service
"Lincoln Financial Foundation,  Inc.",IN,Heartland Latino Leadership Conference,Omaha,NE,2014,2500,Conferences and exhibits;,For 2014 Conference - Bronze Sponsorship,Private,Service
"Lincoln Financial Foundation,  Inc.",IN,Heartland Latino Leadership Conference,Omaha,NE,2013,2500,Conferences and exhibits;,For 2013 Conference - Bronze Level Sponsorship,Private,Service
"Lincoln Financial Foundation,  Inc.",IN,Heartland Latino Leadership Conference,Omaha,NE,2012,2500,Program development;,For Career Expo Sponsor,Private,Service
Omaha Community Foundation,NE,Heartland Latino Leadership Conference,Omaha,NE,2015,67,Conferences and exhibits;,,Community,Service
Omaha Community Foundation,NE,Heartland Latino Leadership Conference,Omaha,NE,2014,284,Conferences and exhibits;,,Community,Service
The Lozier Foundation,NE,Heartland Latino Leadership Conference,Omaha,NE,2007,2000,General support;,For general operating support,Private,Service
U.S. Bank Foundation,WI,Heartland Latino Leadership Conference,Omaha,NE,2007,2500,General support;,For general operating support,Private,Service
U.S. Bank Foundation,WI,Heartland Latino Leadership Conference,Omaha,NE,2005,1500,Program development;,For program support,Private,Service
U.S. Bank Foundation,WI,Heartland Latino Leadership Conference,Omaha,NE,2005,2500,Program development;,For program support,Private,Service
Wells Fargo Foundation,MN,Heartland Latino Leadership Conference,Omaha,NE,2009,12500,,,Private,Service
"Communities Foundation of Texas, Inc.",TX,Hispanic 100,Dallas,TX,2015,697,Program development;,For North Texas Giving Day 2014,Private,Advocacy
