Grantmaker.Name,Grantmaker.State,Recipient.Name,Recipient.City,Recipient.State.Country,Year.Authorized,Grant.Amount,Grantmaker.Type,Recipient.Type
Gennx Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2012,NA,Foundation,Hybrid
Johnson & Johnson Family of Companies Contribution Fund,NJ,Committee for Hispanic Children and Families,New York City,NY,2008,10000,Foundation,Hybrid
Johnson & Johnson Family of Companies Contribution Fund,NJ,Committee for Hispanic Children and Families,New York City,NY,2007,10000,Foundation,Hybrid
Johnson & Johnson Family of Companies Contribution Fund,NJ,Committee for Hispanic Children and Families,New York City,NY,2005,10000,Foundation,Hybrid
Johnson & Johnson Family of Companies Contribution Fund,NJ,Committee for Hispanic Children and Families,New York City,NY,2004,10000,Foundation,Hybrid
NBCUniversal Foundation,CA,Committee for Hispanic Children and Families,New York City,NY,2011,45000,Foundation,Hybrid
Steven &  Alexandra M Cohen Foundation.,CT,Committee for Hispanic Children and Families,New York City,NY,2011,10000,Foundation,Hybrid
TD Charitable Foundation,ME,Committee for Hispanic Children and Families,New York City,NY,2014,1000,Foundation,Hybrid
The Annie E. Casey Foundation,MD,Committee for Hispanic Children and Families,New York City,NY,2010,25000,Foundation,Hybrid
The Annie E. Casey Foundation,MD,Committee for Hispanic Children and Families,New York City,NY,2010,5000,Foundation,Hybrid
The Annie E. Casey Foundation,MD,Committee for Hispanic Children and Families,New York City,NY,2008,50000,Foundation,Hybrid
The Annie E. Casey Foundation,MD,Committee for Hispanic Children and Families,New York City,NY,2008,50000,Foundation,Hybrid
The Annie E. Casey Foundation,MD,Committee for Hispanic Children and Families,New York City,NY,2004,25000,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Committee for Hispanic Children and Families,New York City,NY,2015,2500,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Committee for Hispanic Children and Families,New York City,NY,2014,2300,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Committee for Hispanic Children and Families,New York City,NY,2013,1600,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Committee for Hispanic Children and Families,New York City,NY,2012,1600,Foundation,Hybrid
The Bank of America Charitable Foundation,NC,Committee for Hispanic Children and Families,New York City,NY,2011,1700,Foundation,Hybrid
The Frances L. & Edwin L. Cummings Memorial Fund,NY,Committee for Hispanic Children and Families,New York City,NY,2007,40000,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2014,75000,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2013,75100,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2012,200000,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2010,40000,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2009,10000,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2008,40000,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2006,10000,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2006,7500,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2005,35000,Foundation,Hybrid
The JPMorgan Chase Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2004,15000,Foundation,Hybrid
The Laskin Charitable Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2015,300,Foundation,Hybrid
The Laskin Charitable Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2014,400,Foundation,Hybrid
The Laskin Charitable Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2012,150,Foundation,Hybrid
The Meringoff Family Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2015,25000,Foundation,Hybrid
The Meringoff Family Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2014,10000,Foundation,Hybrid
The Meringoff Family Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2012,3000,Foundation,Hybrid
The New York Community Trust,NY,Committee for Hispanic Children and Families,New York City,NY,2005,5000,Foundation,Hybrid
The New York Community Trust,NY,Committee for Hispanic Children and Families,New York City,NY,2004,2000,Foundation,Hybrid
The New York Community Trust,NY,Committee for Hispanic Children and Families,New York City,NY,2004,10000,Foundation,Hybrid
The New York Community Trust,NY,Committee for Hispanic Children and Families,New York City,NY,2004,40000,Foundation,Hybrid
The New York Community Trust,NY,Committee for Hispanic Children and Families,New York City,NY,2004,144625,Foundation,Hybrid
The New York Community Trust,NY,Committee for Hispanic Children and Families,New York City,NY,2003,35000,Foundation,Hybrid
The Pinkerton Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2015,50000,Foundation,Hybrid
The Pinkerton Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2014,50000,Foundation,Hybrid
The Stanley J. Arkin Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2016,600,Foundation,Hybrid
The Stanley J. Arkin Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2015,1000,Foundation,Hybrid
The Stanley J. Arkin Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2014,3000,Foundation,Hybrid
The Stanley J. Arkin Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2005,1250,Foundation,Hybrid
The UPS Foundation,GA,Committee for Hispanic Children and Families,New York City,NY,2014,1000,Foundation,Hybrid
The UPS Foundation,GA,Committee for Hispanic Children and Families,New York City,NY,2013,20000,Foundation,Hybrid
The UPS Foundation,GA,Committee for Hispanic Children and Families,New York City,NY,2012,3150,Foundation,Hybrid
The Wal-Mart Foundation,AR,Committee for Hispanic Children and Families,New York City,NY,2015,5000,Foundation,Hybrid
The Wal-Mart Foundation,AR,Committee for Hispanic Children and Families,New York City,NY,2014,58250,Foundation,Hybrid
The Wal-Mart Foundation,AR,Committee for Hispanic Children and Families,New York City,NY,2013,6000,Foundation,Hybrid
The Wal-Mart Foundation,AR,Committee for Hispanic Children and Families,New York City,NY,2012,60000,Foundation,Hybrid
The Wal-Mart Foundation,AR,Committee for Hispanic Children and Families,New York City,NY,2011,6000,Foundation,Hybrid
The Wal-Mart Foundation,AR,Committee for Hispanic Children and Families,New York City,NY,2010,75000,Foundation,Hybrid
The Wal-Mart Foundation,AR,Committee for Hispanic Children and Families,New York City,NY,2010,25000,Foundation,Hybrid
Unilever United States Foundation,NJ,Committee for Hispanic Children and Families,New York City,NY,2005,8000,Foundation,Hybrid
Unilever United States Foundation,NJ,Committee for Hispanic Children and Families,New York City,NY,2004,4106,Foundation,Hybrid
van Ameringen Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2007,50000,Foundation,Hybrid
van Ameringen Foundation,NY,Committee for Hispanic Children and Families,New York City,NY,2003,25000,Foundation,Hybrid
Anheuser-Busch Foundation,WI,Congressional Hispanic Caucus Institute,Washington,DC,2013,250000,Foundation,Advocacy
Bill & Melinda Gates Foundation,WA,Congressional Hispanic Caucus Institute,Washington,DC,2015,395001,Foundation,Advocacy
Bill & Melinda Gates Foundation,WA,Congressional Hispanic Caucus Institute,Washington,DC,2012,360714,Foundation,Advocacy
Bill & Melinda Gates Foundation,WA,Congressional Hispanic Caucus Institute,Washington,DC,2010,362426,Foundation,Advocacy
BP Foundation,TX,Congressional Hispanic Caucus Institute,Washington,DC,2013,100000,Foundation,Advocacy
BP Foundation,TX,Congressional Hispanic Caucus Institute,Washington,DC,2012,100000,Foundation,Advocacy
BP Foundation,TX,Congressional Hispanic Caucus Institute,Washington,DC,2011,50000,Foundation,Advocacy
Brillembourg Ochoa Family Foundation,FL,Congressional Hispanic Caucus Institute,Washington,DC,2015,500,Foundation,Advocacy
Castellano Family Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2015,5000,Foundation,Advocacy
Dalio Foundation,CT,Congressional Hispanic Caucus Institute,Washington,DC,2011,25000,Foundation,Advocacy
David Bohnett Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2014,25000,Foundation,Advocacy
David Bohnett Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2013,25000,Foundation,Advocacy
Ford Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2013,600000,Foundation,Advocacy
Ford Motor Company Fund,MI,Congressional Hispanic Caucus Institute,Washington,DC,2014,20000,Foundation,Advocacy
Ford Motor Company Fund,MI,Congressional Hispanic Caucus Institute,Washington,DC,2013,75000,Foundation,Advocacy
Ford Motor Company Fund,MI,Congressional Hispanic Caucus Institute,Washington,DC,2006,65000,Foundation,Advocacy
Ford Motor Company Fund,MI,Congressional Hispanic Caucus Institute,Washington,DC,2005,75000,Foundation,Advocacy
Ford Motor Company Fund,MI,Congressional Hispanic Caucus Institute,Washington,DC,2004,50000,Foundation,Advocacy
Ford Motor Company Fund,MI,Congressional Hispanic Caucus Institute,Washington,DC,2003,50000,Foundation,Advocacy
Ford Motor Company Fund,MI,Congressional Hispanic Caucus Institute,Washington,DC,2003,65000,Foundation,Advocacy
GEICO Philanthropic Foundation,MD,Congressional Hispanic Caucus Institute,Washington,DC,2006,2500,Foundation,Advocacy
General Motors Foundation,MI,Congressional Hispanic Caucus Institute,Washington,DC,2013,50000,Foundation,Advocacy
General Motors Foundation,MI,Congressional Hispanic Caucus Institute,Washington,DC,2012,50000,Foundation,Advocacy
General Motors Foundation,MI,Congressional Hispanic Caucus Institute,Washington,DC,2010,25000,Foundation,Advocacy
General Motors Foundation,MI,Congressional Hispanic Caucus Institute,Washington,DC,2003,10000,Foundation,Advocacy
Lumina Foundation,IN,Congressional Hispanic Caucus Institute,Washington,DC,2015,55000,Foundation,Advocacy
Lumina Foundation,IN,Congressional Hispanic Caucus Institute,Washington,DC,2014,55000,Foundation,Advocacy
Lumina Foundation,IN,Congressional Hispanic Caucus Institute,Washington,DC,2013,2500,Foundation,Advocacy
Motorola Solutions Foundation,IL,Congressional Hispanic Caucus Institute,Washington,DC,2014,60000,Foundation,Advocacy
Motorola Solutions Foundation,IL,Congressional Hispanic Caucus Institute,Washington,DC,2010,101000,Foundation,Advocacy
Motorola Solutions Foundation,IL,Congressional Hispanic Caucus Institute,Washington,DC,2008,100000,Foundation,Advocacy
New York Life Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2014,80000,Foundation,Advocacy
New York Life Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2013,80000,Foundation,Advocacy
New York Life Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2012,75000,Foundation,Advocacy
New York Life Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2011,75000,Foundation,Advocacy
New York Life Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2010,75000,Foundation,Advocacy
New York Life Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2009,75000,Foundation,Advocacy
Silicon Valley Community Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2016,5000,Foundation,Advocacy
Silicon Valley Community Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2013,50000,Foundation,Advocacy
Silicon Valley Community Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2012,15000,Foundation,Advocacy
Silicon Valley Community Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2012,25000,Foundation,Advocacy
The Annie E. Casey Foundation,MD,Congressional Hispanic Caucus Institute,Washington,DC,2015,20000,Foundation,Advocacy
The Annie E. Casey Foundation,MD,Congressional Hispanic Caucus Institute,Washington,DC,2008,22500,Foundation,Advocacy
The Annie E. Casey Foundation,MD,Congressional Hispanic Caucus Institute,Washington,DC,2008,22500,Foundation,Advocacy
The Annie E. Casey Foundation,MD,Congressional Hispanic Caucus Institute,Washington,DC,2007,15000,Foundation,Advocacy
The Annie E. Casey Foundation,MD,Congressional Hispanic Caucus Institute,Washington,DC,2006,20000,Foundation,Advocacy
The Bank of America Charitable Foundation,NC,Congressional Hispanic Caucus Institute,Washington,DC,2014,200000,Foundation,Advocacy
The Bank of America Charitable Foundation,NC,Congressional Hispanic Caucus Institute,Washington,DC,2014,200000,Foundation,Advocacy
The Bank of America Charitable Foundation,NC,Congressional Hispanic Caucus Institute,Washington,DC,2011,75000,Foundation,Advocacy
The Bank of America Charitable Foundation,NC,Congressional Hispanic Caucus Institute,Washington,DC,2009,25000,Foundation,Advocacy
The Bank of America Charitable Foundation,NC,Congressional Hispanic Caucus Institute,Washington,DC,2006,70000,Foundation,Advocacy
The California Endowment,CA,Congressional Hispanic Caucus Institute,Washington,DC,2017,5000,Foundation,Advocacy
The California Endowment,CA,Congressional Hispanic Caucus Institute,Washington,DC,2016,8000,Foundation,Advocacy
The California Endowment,CA,Congressional Hispanic Caucus Institute,Washington,DC,2015,2500,Foundation,Advocacy
The California Endowment,CA,Congressional Hispanic Caucus Institute,Washington,DC,2015,10000,Foundation,Advocacy
The California Endowment,CA,Congressional Hispanic Caucus Institute,Washington,DC,2014,10800,Foundation,Advocacy
The California Endowment,CA,Congressional Hispanic Caucus Institute,Washington,DC,2013,9000,Foundation,Advocacy
The California Endowment,CA,Congressional Hispanic Caucus Institute,Washington,DC,2012,3000,Foundation,Advocacy
The Coca-Cola Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2015,50000,Foundation,Advocacy
The Coca-Cola Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2014,100000,Foundation,Advocacy
The Coca-Cola Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2013,100000,Foundation,Advocacy
The Coca-Cola Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2012,50000,Foundation,Advocacy
The Coca-Cola Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2009,50000,Foundation,Advocacy
The Coca-Cola Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2007,50000,Foundation,Advocacy
The Coca-Cola Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2005,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2015,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2014,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2013,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2012,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2010,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2010,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2009,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2008,50000,Foundation,Advocacy
The Comcast Foundation,PA,Congressional Hispanic Caucus Institute,Washington,DC,2007,50000,Foundation,Advocacy
The Dallas Foundation,TX,Congressional Hispanic Caucus Institute,Washington,DC,2013,2500,Foundation,Advocacy
The East Bay Community Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2015,10000,Foundation,Advocacy
The Gilbert and Jacki Cisneros Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2015,10000,Foundation,Advocacy
The Gilbert and Jacki Cisneros Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2015,100000,Foundation,Advocacy
The Gilbert and Jacki Cisneros Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2015,15000,Foundation,Advocacy
The Greater Washington Community Foundation,DC,Congressional Hispanic Caucus Institute,Washington,DC,2008,9600,Foundation,Advocacy
The Greater Washington Community Foundation,DC,Congressional Hispanic Caucus Institute,Washington,DC,2008,4600,Foundation,Advocacy
The Greater Washington Community Foundation,DC,Congressional Hispanic Caucus Institute,Washington,DC,2007,4000,Foundation,Advocacy
The Greater Washington Community Foundation,DC,Congressional Hispanic Caucus Institute,Washington,DC,2006,4000,Foundation,Advocacy
The Mondelez International Foundation,IL,Congressional Hispanic Caucus Institute,Washington,DC,2015,500,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2015,500000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2013,60000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2011,50000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2010,60000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2009,60000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2008,50000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2007,60000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2006,50000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2005,50000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2004,50000,Foundation,Advocacy
The PepsiCo Foundation,NY,Congressional Hispanic Caucus Institute,Washington,DC,2003,50000,Foundation,Advocacy
The PG&E Corporation Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2015,10000,Foundation,Advocacy
The PG&E Corporation Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2014,850,Foundation,Advocacy
The PG&E Corporation Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2014,20000,Foundation,Advocacy
The PG&E Corporation Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2013,40000,Foundation,Advocacy
The PG&E Corporation Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2012,25000,Foundation,Advocacy
The PG&E Corporation Foundation,CA,Congressional Hispanic Caucus Institute,Washington,DC,2011,68500,Foundation,Advocacy
The Philadelphia Fund,PA,Congressional Hispanic Caucus Institute,Washington,DC,2014,1000,Foundation,Advocacy
The Philadelphia Fund,PA,Congressional Hispanic Caucus Institute,Washington,DC,2012,2500,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2014,75000,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2013,75000,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2012,75000,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2011,75000,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2010,75000,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2009,75000,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2008,75000,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2007,75000,Foundation,Advocacy
The UPS Foundation,GA,Congressional Hispanic Caucus Institute,Washington,DC,2006,50000,Foundation,Advocacy
The Wal-Mart Foundation,AR,Congressional Hispanic Caucus Institute,Washington,DC,2010,300000,Foundation,Advocacy
The Wal-Mart Foundation,AR,Congressional Hispanic Caucus Institute,Washington,DC,2004,30000,Foundation,Advocacy
The Wal-Mart Foundation,AR,Congressional Hispanic Caucus Institute,Washington,DC,2003,30000,Foundation,Advocacy
United Health Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2014,350000,Foundation,Advocacy
United Health Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2013,300000,Foundation,Advocacy
United Health Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2013,350000,Foundation,Advocacy
United Health Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2012,100000,Foundation,Advocacy
United Health Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2011,100000,Foundation,Advocacy
United Health Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2010,100000,Foundation,Advocacy
United Health Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2009,100000,Foundation,Advocacy
United Health Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2008,25000,Foundation,Advocacy
Verizon Foundation,NJ,Congressional Hispanic Caucus Institute,Washington,DC,2011,25000,Foundation,Advocacy
Verizon Foundation,NJ,Congressional Hispanic Caucus Institute,Washington,DC,2009,30000,Foundation,Advocacy
Verizon Foundation,NJ,Congressional Hispanic Caucus Institute,Washington,DC,2008,35000,Foundation,Advocacy
Walton Family Foundation,AR,Congressional Hispanic Caucus Institute,Washington,DC,2015,30000,Foundation,Advocacy
Wells Fargo Foundation,MN,Congressional Hispanic Caucus Institute,Washington,DC,2005,15000,Foundation,Advocacy
Yum! Brands Foundation,KY,Congressional Hispanic Caucus Institute,Washington,DC,2005,15000,Foundation,Advocacy
Yum! Brands Foundation,KY,Congressional Hispanic Caucus Institute,Washington,DC,2004,15000,Foundation,Advocacy
Ford Motor Company Fund,MI,Congressional Hispanic Leadership Institute,Washington,DC,2014,10000,Foundation,CBO
Ford Motor Company Fund,MI,Congressional Hispanic Leadership Institute,Washington,DC,2008,65000,Foundation,CBO
Ford Motor Company Fund,MI,Congressional Hispanic Leadership Institute,Washington,DC,2007,65000,Foundation,CBO
Ford Motor Company Fund,MI,Congressional Hispanic Leadership Institute,Washington,DC,2007,65000,Foundation,CBO
Ford Motor Company Fund,MI,Congressional Hispanic Leadership Institute,Washington,DC,2006,55000,Foundation,CBO
Ford Motor Company Fund,MI,Congressional Hispanic Leadership Institute,Washington,DC,2005,50000,Foundation,CBO
Ford Motor Company Fund,MI,Congressional Hispanic Leadership Institute,Washington,DC,2005,15000,Foundation,CBO
Johnson & Johnson Family of Companies Contribution Fund,NJ,Congressional Hispanic Leadership Institute,Washington,DC,2004,25000,Foundation,CBO
Mckenna Long & Aldridge Foundation,GA,Congressional Hispanic Leadership Institute,Washington,DC,2014,2500,Foundation,CBO
The Comcast Foundation,PA,Congressional Hispanic Leadership Institute,Washington,DC,2014,60000,Foundation,CBO
The Comcast Foundation,PA,Congressional Hispanic Leadership Institute,Washington,DC,2013,60000,Foundation,CBO
The Comcast Foundation,PA,Congressional Hispanic Leadership Institute,Washington,DC,2012,80000,Foundation,CBO
The Comcast Foundation,PA,Congressional Hispanic Leadership Institute,Washington,DC,2011,25000,Foundation,CBO
The Comcast Foundation,PA,Congressional Hispanic Leadership Institute,Washington,DC,2011,30000,Foundation,CBO
The Comcast Foundation,PA,Congressional Hispanic Leadership Institute,Washington,DC,2009,20000,Foundation,CBO
The Comcast Foundation,PA,Congressional Hispanic Leadership Institute,Washington,DC,2009,20000,Foundation,CBO
The PG&E Corporation Foundation,CA,Congressional Hispanic Leadership Institute,Washington,DC,2015,5000,Foundation,CBO
The PG&E Corporation Foundation,CA,Congressional Hispanic Leadership Institute,Washington,DC,2015,5000,Foundation,CBO
The PG&E Corporation Foundation,CA,Congressional Hispanic Leadership Institute,Washington,DC,2014,10000,Foundation,CBO
The PG&E Corporation Foundation,CA,Congressional Hispanic Leadership Institute,Washington,DC,2013,10000,Foundation,CBO
The PG&E Corporation Foundation,CA,Congressional Hispanic Leadership Institute,Washington,DC,2013,10000,Foundation,CBO
The PG&E Corporation Foundation,CA,Congressional Hispanic Leadership Institute,Washington,DC,2012,10000,Foundation,CBO
The PG&E Corporation Foundation,CA,Congressional Hispanic Leadership Institute,Washington,DC,2011,5000,Foundation,CBO
The PG&E Corporation Foundation,CA,Congressional Hispanic Leadership Institute,Washington,DC,2010,5000,Foundation,CBO
The UPS Foundation,GA,Congressional Hispanic Leadership Institute,Washington,DC,2012,5000,Foundation,CBO
Verizon Foundation,NJ,Congressional Hispanic Leadership Institute,Washington,DC,2010,2500,Foundation,CBO
Verizon Foundation,NJ,Congressional Hispanic Leadership Institute,Washington,DC,2005,10000,Foundation,CBO
Wells Fargo Foundation,MN,Congressional Hispanic Leadership Institute,Washington,DC,2010,5000,Foundation,CBO
Marguerite Casey Foundation,WA,Consortium of Hispanic Agencies,Detroit,MI,2012,25000,Foundation,Advocacy
Aetna Foundation,CT,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2009,25000,Foundation,CBO
Aetna Foundation,CT,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2007,25000,Foundation,CBO
Aetna Foundation,CT,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2007,25000,Foundation,CBO
Aetna Foundation,CT,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2003,32500,Foundation,CBO
American Honda Foundation,CA,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2007,20000,Foundation,CBO
Carl B. and Florence E. King Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2013,20000,Foundation,CBO
Carl B. and Florence E. King Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2011,20000,Foundation,CBO
Carl B. and Florence E. King Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2009,25000,Foundation,CBO
Citi Foundation,NY,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2008,10000,Foundation,CBO
Citi Foundation,NY,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2008,10000,Foundation,CBO
Citi Foundation,NY,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2007,5000,Foundation,CBO
Citi Foundation,NY,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2003,15000,Foundation,CBO
Communities Foundation of Texas,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2015,3046,Foundation,CBO
Communities Foundation of Texas,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2014,13390,Foundation,CBO
Communities Foundation of Texas,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2013,695,Foundation,CBO
Communities Foundation of Texas,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2011,20000,Foundation,CBO
Dallas Women's Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2006,20000,Foundation,CBO
ExxonMobil Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2010,2750,Foundation,CBO
ExxonMobil Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2009,2750,Foundation,CBO
ExxonMobil Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2008,2500,Foundation,CBO
ExxonMobil Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2005,15000,Foundation,CBO
ExxonMobil Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2004,10000,Foundation,CBO
Harold Simmons Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2012,20000,Foundation,CBO
Harold Simmons Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2010,10000,Foundation,CBO
Harold Simmons Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2008,5000,Foundation,CBO
Harold W. Siebens Charitable Foundation,NY,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2013,70000,Foundation,CBO
Harold W. Siebens Charitable Foundation,NY,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2012,70000,Foundation,CBO
Hillcrest Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2013,20000,Foundation,CBO
Hillcrest Foundation,TX,Dallas Concilio of Hispanic Service Organizations,Dallas,TX,2010,20000,Foundation,CBO
